iteration	accuracy
1	0.5
2	0.7816236626809314
3	0.7816236626809314
4	0.7859390452216128
5	0.7863885642362672
6	0.7906140429740178
7	0.7906140429740178
8	0.7906140429740178
9	0.7918277443135845
10	0.7918277443135845
11	0.7918726962150499
12	0.7920075519194462
13	0.7920075519194462
14	0.7920075519194462
15	0.7920075519194462
16	0.7920075519194462
17	0.7920525038209116
18	0.7924121190326351
19	0.7923671671311696
20	0.7925020228355659
21	0.7925020228355659
22	0.7925020228355659
23	0.7928616380472894
24	0.7930414456531512
25	0.7930414456531512
26	0.7930863975546165
27	0.7930863975546165
28	0.7931763013575475
29	0.7931763013575475
30	0.7931763013575475
31	0.7931763013575475
32	0.7939854355839252
33	0.7940303874853907
34	0.7940303874853907
35	0.7940303874853907
36	0.7940303874853907
37	0.7940303874853907
38	0.7940303874853907
39	0.7940303874853907
40	0.7940303874853907
41	0.7940303874853907
42	0.7940303874853907
43	0.7941202912883215
44	0.7941202912883215
45	0.7941202912883215
46	0.7941202912883215
47	0.7941652431897869
48	0.7941652431897869
49	0.7941652431897869
50	0.7941652431897869
51	0.7941652431897869
52	0.7941652431897869
53	0.7941652431897869
54	0.7941652431897869
55	0.7941652431897869
56	0.7941652431897869
57	0.7941652431897869
58	0.7941652431897869
59	0.7941652431897869
60	0.7941652431897869
61	0.7941652431897869
62	0.7941652431897869
63	0.7941652431897869
64	0.7941652431897869
65	0.7941652431897869
66	0.7941652431897869
67	0.7941652431897869
68	0.7941652431897869
69	0.7941652431897869
70	0.7942551469927178
71	0.7942551469927178
72	0.7942551469927178
73	0.7942551469927178
74	0.7942551469927178
75	0.7942551469927178
76	0.7942551469927178
77	0.7942551469927178
78	0.7942551469927178
79	0.7942551469927178
80	0.7942551469927178
81	0.7942551469927178
82	0.7942551469927178
83	0.7942551469927178
84	0.7942551469927178
85	0.7942551469927178
86	0.7942551469927178
87	0.7942551469927178
88	0.7942551469927178
89	0.7942551469927178
90	0.7942551469927178
91	0.7942551469927178
92	0.7942551469927178
93	0.7942551469927178
94	0.7942551469927178
95	0.7942551469927178
96	0.7942551469927178
97	0.7942551469927178
98	0.7942551469927178
99	0.7942551469927178
100	0.7942551469927178
