FalsePositiveRate	TruePositiveRate
0.0	4.5187528242205153E-4
0.0	9.037505648441031E-4
0.0	0.0013556258472661546
0.0	0.0013556258472661546
0.0	0.0018075011296882061
0.0	0.0022593764121102574
0.0	0.0022593764121102574
0.0	0.0027112516945323093
0.0	0.0027112516945323093
0.0	0.0031631269769543608
0.0	0.0031631269769543608
0.0	0.0031631269769543608
0.0	0.0031631269769543608
0.0	0.0031631269769543608
0.0	0.0031631269769543608
0.0	0.0036150022593764122
0.0	0.004066877541798464
0.0	0.004518752824220515
0.0	0.004970628106642567
0.0	0.004970628106642567
0.0	0.004970628106642567
0.0	0.005422503389064619
0.0	0.005422503389064619
0.0	0.00587437867148667
0.0	0.00587437867148667
0.0	0.0063262539539087215
0.0	0.0063262539539087215
0.0	0.006778129236330773
0.0	0.0072300045187528245
0.0	0.0076818798011748755
0.0	0.008133755083596927
0.0	0.00858563036601898
0.0	0.00858563036601898
0.0	0.00903750564844103
0.0	0.009489380930863081
0.0	0.009941256213285133
0.0	0.009941256213285133
0.0	0.009941256213285133
0.0	0.009941256213285133
0.0	0.009941256213285133
0.0	0.009941256213285133
0.0	0.010393131495707185
0.0	0.010393131495707185
0.0	0.010393131495707185
0.0	0.010393131495707185
0.0	0.010393131495707185
0.0	0.010393131495707185
0.0	0.010845006778129237
0.0	0.010845006778129237
0.0	0.011296882060551287
0.0	0.01174875734297334
0.0	0.012200632625395391
0.0	0.012652507907817443
0.0	0.013104383190239493
0.0	0.013104383190239493
0.0	0.013104383190239493
0.0	0.013556258472661545
0.0	0.013556258472661545
0.0	0.013556258472661545
0.0	0.014008133755083597
0.0	0.014008133755083597
0.0	0.014008133755083597
0.0	0.014008133755083597
0.0	0.014460009037505649
0.0	0.0149118843199277
0.0	0.015363759602349751
0.0	0.015363759602349751
0.0	0.015815634884771803
0.0	0.015815634884771803
0.0	0.015815634884771803
0.0	0.016267510167193855
0.0	0.016267510167193855
0.0	0.016267510167193855
0.0	0.016267510167193855
0.0	0.016719385449615907
0.0	0.01717126073203796
0.0	0.01717126073203796
0.0	0.01762313601446001
0.0	0.01762313601446001
0.0	0.01762313601446001
0.0	0.01762313601446001
0.0	0.01807501129688206
